"Subject","Start Date","Start Time","End Date","End Time","All day event","Description","Show time as","Location"
"Chanukah: 4 Candles","11/12/2012",,,,"true","Hanukkah; the Jewish festival of rededication","3","Jewish Holidays"
"Chanukah: 5 Candles","12/12/2012",,,,"true","Hanukkah; the Jewish festival of rededication","3","Jewish Holidays"
"Chanukah: 6 Candles","13/12/2012",,,,"true","Hanukkah; the Jewish festival of rededication","3","Jewish Holidays"
"Chanukah: 7 Candles","14/12/2012",,,,"true","Hanukkah; the Jewish festival of rededication","3","Jewish Holidays"
"Chanukah: 8 Candles","15/12/2012",,,,"true","Hanukkah; the Jewish festival of rededication","3","Jewish Holidays"
"Erev Purim","23/2/2013",,,,"true","Celebration of Jewish deliverance as told by Megilat Esther","3","Jewish Holidays"
"Purim","24/2/2013",,,,"true","Celebration of Jewish deliverance as told by Megilat Esther","3","Jewish Holidays"
"Erev Pesach","25/3/2013",,,,"true","Passover; the Feast of Unleavened Bread","3","Jewish Holidays"
"Pesach I","26/3/2013",,,,"true","Passover; the Feast of Unleavened Bread","4","Jewish Holidays"
"Pesach II (CH’’M)","27/3/2013",,,,"true","Passover; the Feast of Unleavened Bread","3","Jewish Holidays"
"Pesach III (CH’’M)","28/3/2013",,,,"true","Passover; the Feast of Unleavened Bread","3","Jewish Holidays"
"Pesach IV (CH’’M)","29/3/2013",,,,"true","Passover; the Feast of Unleavened Bread","3","Jewish Holidays"
"Pesach V (CH’’M)","30/3/2013",,,,"true","Passover; the Feast of Unleavened Bread","3","Jewish Holidays"
"Pesach VI (CH’’M)","31/3/2013",,,,"true","Passover; the Feast of Unleavened Bread","3","Jewish Holidays"
"Pesach VII","1/4/2013",,,,"true","Passover; the Feast of Unleavened Bread","4","Jewish Holidays"
"Erev Shavuot","14/5/2013",,,,"true","Festival of Weeks","3","Jewish Holidays"
"Shavuot","15/5/2013",,,,"true","Festival of Weeks","4","Jewish Holidays"
"Erev Tish’a B’Av","15/7/2013",,,,"true","The Ninth of Av","3","Jewish Holidays"
"Tish’a B’Av","16/7/2013",,,,"true","The Ninth of Av","3","Jewish Holidays"
"Erev Rosh Hashana","4/9/2013",,,,"true","The Jewish New Year","3","Jewish Holidays"
"Rosh Hashana 5774","5/9/2013",,,,"true","The Jewish New Year","4","Jewish Holidays"
"Rosh Hashana II","6/9/2013",,,,"true","The Jewish New Year","4","Jewish Holidays"
"Erev Yom Kippur","13/9/2013",,,,"true","Day of Atonement","3","Jewish Holidays"
"Yom Kippur","14/9/2013",,,,"true","Day of Atonement","4","Jewish Holidays"
"Erev Sukkot","18/9/2013",,,,"true","Feast of Booths","3","Jewish Holidays"
"Sukkot I","19/9/2013",,,,"true","Feast of Booths","4","Jewish Holidays"
"Sukkot II (CH’’M)","20/9/2013",,,,"true","Feast of Booths","3","Jewish Holidays"
"Sukkot III (CH’’M)","21/9/2013",,,,"true","Feast of Booths","3","Jewish Holidays"
"Sukkot IV (CH’’M)","22/9/2013",,,,"true","Feast of Booths","3","Jewish Holidays"
"Sukkot V (CH’’M)","23/9/2013",,,,"true","Feast of Booths","3","Jewish Holidays"
"Sukkot VI (CH’’M)","24/9/2013",,,,"true","Feast of Booths","3","Jewish Holidays"
"Sukkot VII (Hoshana Raba)","25/9/2013",,,,"true","Feast of Booths","3","Jewish Holidays"
"Shmini Atzeret","26/9/2013",,,,"true","Eighth Day of Assembly","4","Jewish Holidays"
"Chanukah: 1 Candle","27/11/2013",,,,"true","Hanukkah; the Jewish festival of rededication","3","Jewish Holidays"
"Chanukah: 2 Candles","28/11/2013",,,,"true","Hanukkah; the Jewish festival of rededication","3","Jewish Holidays"
"Chanukah: 3 Candles","29/11/2013",,,,"true","Hanukkah; the Jewish festival of rededication","3","Jewish Holidays"
"Chanukah: 4 Candles","30/11/2013",,,,"true","Hanukkah; the Jewish festival of rededication","3","Jewish Holidays"
"Chanukah: 5 Candles","1/12/2013",,,,"true","Hanukkah; the Jewish festival of rededication","3","Jewish Holidays"
"Chanukah: 6 Candles","2/12/2013",,,,"true","Hanukkah; the Jewish festival of rededication","3","Jewish Holidays"
"Chanukah: 7 Candles","3/12/2013",,,,"true","Hanukkah; the Jewish festival of rededication","3","Jewish Holidays"
"Chanukah: 8 Candles","4/12/2013",,,,"true","Hanukkah; the Jewish festival of rededication","3","Jewish Holidays"
"Erev Purim","15/3/2014",,,,"true","Celebration of Jewish deliverance as told by Megilat Esther","3","Jewish Holidays"
"Purim","16/3/2014",,,,"true","Celebration of Jewish deliverance as told by Megilat Esther","3","Jewish Holidays"
"Erev Pesach","14/4/2014",,,,"true","Passover; the Feast of Unleavened Bread","3","Jewish Holidays"
"Pesach I","15/4/2014",,,,"true","Passover; the Feast of Unleavened Bread","4","Jewish Holidays"
"Pesach II (CH’’M)","16/4/2014",,,,"true","Passover; the Feast of Unleavened Bread","3","Jewish Holidays"
"Pesach III (CH’’M)","17/4/2014",,,,"true","Passover; the Feast of Unleavened Bread","3","Jewish Holidays"
"Pesach IV (CH’’M)","18/4/2014",,,,"true","Passover; the Feast of Unleavened Bread","3","Jewish Holidays"
"Pesach V (CH’’M)","19/4/2014",,,,"true","Passover; the Feast of Unleavened Bread","3","Jewish Holidays"
"Pesach VI (CH’’M)","20/4/2014",,,,"true","Passover; the Feast of Unleavened Bread","3","Jewish Holidays"
"Pesach VII","21/4/2014",,,,"true","Passover; the Feast of Unleavened Bread","4","Jewish Holidays"
"Erev Shavuot","3/6/2014",,,,"true","Festival of Weeks","3","Jewish Holidays"
"Shavuot","4/6/2014",,,,"true","Festival of Weeks","4","Jewish Holidays"
"Erev Tish’a B’Av","4/8/2014",,,,"true","The Ninth of Av","3","Jewish Holidays"
"Tish’a B’Av","5/8/2014",,,,"true","The Ninth of Av","3","Jewish Holidays"
"Erev Rosh Hashana","24/9/2014",,,,"true","The Jewish New Year","3","Jewish Holidays"
"Rosh Hashana 5775","25/9/2014",,,,"true","The Jewish New Year","4","Jewish Holidays"
"Rosh Hashana II","26/9/2014",,,,"true","The Jewish New Year","4","Jewish Holidays"
"Erev Yom Kippur","3/10/2014",,,,"true","Day of Atonement","3","Jewish Holidays"
"Yom Kippur","4/10/2014",,,,"true","Day of Atonement","4","Jewish Holidays"
"Erev Sukkot","8/10/2014",,,,"true","Feast of Booths","3","Jewish Holidays"
"Sukkot I","9/10/2014",,,,"true","Feast of Booths","4","Jewish Holidays"
"Sukkot II (CH’’M)","10/10/2014",,,,"true","Feast of Booths","3","Jewish Holidays"
"Sukkot III (CH’’M)","11/10/2014",,,,"true","Feast of Booths","3","Jewish Holidays"
"Sukkot IV (CH’’M)","12/10/2014",,,,"true","Feast of Booths","3","Jewish Holidays"
"Sukkot V (CH’’M)","13/10/2014",,,,"true","Feast of Booths","3","Jewish Holidays"
"Sukkot VI (CH’’M)","14/10/2014",,,,"true","Feast of Booths","3","Jewish Holidays"
"Sukkot VII (Hoshana Raba)","15/10/2014",,,,"true","Feast of Booths","3","Jewish Holidays"
"Shmini Atzeret","16/10/2014",,,,"true","Eighth Day of Assembly","4","Jewish Holidays"
"Chanukah: 1 Candle","16/12/2014",,,,"true","Hanukkah; the Jewish festival of rededication","3","Jewish Holidays"
"Chanukah: 2 Candles","17/12/2014",,,,"true","Hanukkah; the Jewish festival of rededication","3","Jewish Holidays"
"Chanukah: 3 Candles","18/12/2014",,,,"true","Hanukkah; the Jewish festival of rededication","3","Jewish Holidays"
"Chanukah: 4 Candles","19/12/2014",,,,"true","Hanukkah; the Jewish festival of rededication","3","Jewish Holidays"
"Chanukah: 5 Candles","20/12/2014",,,,"true","Hanukkah; the Jewish festival of rededication","3","Jewish Holidays"
"Chanukah: 6 Candles","21/12/2014",,,,"true","Hanukkah; the Jewish festival of rededication","3","Jewish Holidays"
"Chanukah: 7 Candles","22/12/2014",,,,"true","Hanukkah; the Jewish festival of rededication","3","Jewish Holidays"
"Chanukah: 8 Candles","23/12/2014",,,,"true","Hanukkah; the Jewish festival of rededication","3","Jewish Holidays"
"Erev Purim","4/3/2015",,,,"true","Celebration of Jewish deliverance as told by Megilat Esther","3","Jewish Holidays"
"Purim","5/3/2015",,,,"true","Celebration of Jewish deliverance as told by Megilat Esther","3","Jewish Holidays"
"Erev Pesach","3/4/2015",,,,"true","Passover; the Feast of Unleavened Bread","3","Jewish Holidays"
"Pesach I","4/4/2015",,,,"true","Passover; the Feast of Unleavened Bread","4","Jewish Holidays"
"Pesach II (CH’’M)","5/4/2015",,,,"true","Passover; the Feast of Unleavened Bread","3","Jewish Holidays"
"Pesach III (CH’’M)","6/4/2015",,,,"true","Passover; the Feast of Unleavened Bread","3","Jewish Holidays"
"Pesach IV (CH’’M)","7/4/2015",,,,"true","Passover; the Feast of Unleavened Bread","3","Jewish Holidays"
"Pesach V (CH’’M)","8/4/2015",,,,"true","Passover; the Feast of Unleavened Bread","3","Jewish Holidays"
"Pesach VI (CH’’M)","9/4/2015",,,,"true","Passover; the Feast of Unleavened Bread","3","Jewish Holidays"
"Pesach VII","10/4/2015",,,,"true","Passover; the Feast of Unleavened Bread","4","Jewish Holidays"
"Erev Shavuot","23/5/2015",,,,"true","Festival of Weeks","3","Jewish Holidays"
"Shavuot","24/5/2015",,,,"true","Festival of Weeks","4","Jewish Holidays"
"Erev Tish’a B’Av","25/7/2015",,,,"true","The Ninth of Av","3","Jewish Holidays"
"Tish’a B’Av (observed)","26/7/2015",,,,"true","The Ninth of Av","3","Jewish Holidays"
"Erev Rosh Hashana","13/9/2015",,,,"true","The Jewish New Year","3","Jewish Holidays"
"Rosh Hashana 5776","14/9/2015",,,,"true","The Jewish New Year","4","Jewish Holidays"
"Rosh Hashana II","15/9/2015",,,,"true","The Jewish New Year","4","Jewish Holidays"
"Erev Yom Kippur","22/9/2015",,,,"true","Day of Atonement","3","Jewish Holidays"
"Yom Kippur","23/9/2015",,,,"true","Day of Atonement","4","Jewish Holidays"
"Erev Sukkot","27/9/2015",,,,"true","Feast of Booths","3","Jewish Holidays"
"Sukkot I","28/9/2015",,,,"true","Feast of Booths","4","Jewish Holidays"
"Sukkot II (CH’’M)","29/9/2015",,,,"true","Feast of Booths","3","Jewish Holidays"
"Sukkot III (CH’’M)","30/9/2015",,,,"true","Feast of Booths","3","Jewish Holidays"
"Sukkot IV (CH’’M)","1/10/2015",,,,"true","Feast of Booths","3","Jewish Holidays"
"Sukkot V (CH’’M)","2/10/2015",,,,"true","Feast of Booths","3","Jewish Holidays"
"Sukkot VI (CH’’M)","3/10/2015",,,,"true","Feast of Booths","3","Jewish Holidays"
"Sukkot VII (Hoshana Raba)","4/10/2015",,,,"true","Feast of Booths","3","Jewish Holidays"
"Shmini Atzeret","5/10/2015",,,,"true","Eighth Day of Assembly","4","Jewish Holidays"
"Chanukah: 1 Candle","6/12/2015",,,,"true","Hanukkah; the Jewish festival of rededication","3","Jewish Holidays"
"Chanukah: 2 Candles","7/12/2015",,,,"true","Hanukkah; the Jewish festival of rededication","3","Jewish Holidays"
"Chanukah: 3 Candles","8/12/2015",,,,"true","Hanukkah; the Jewish festival of rededication","3","Jewish Holidays"
"Chanukah: 4 Candles","9/12/2015",,,,"true","Hanukkah; the Jewish festival of rededication","3","Jewish Holidays"
"Chanukah: 5 Candles","10/12/2015",,,,"true","Hanukkah; the Jewish festival of rededication","3","Jewish Holidays"
"Chanukah: 6 Candles","11/12/2015",,,,"true","Hanukkah; the Jewish festival of rededication","3","Jewish Holidays"
"Chanukah: 7 Candles","12/12/2015",,,,"true","Hanukkah; the Jewish festival of rededication","3","Jewish Holidays"
"Chanukah: 8 Candles","13/12/2015",,,,"true","Hanukkah; the Jewish festival of rededication","3","Jewish Holidays"
"Erev Purim","23/3/2016",,,,"true","Celebration of Jewish deliverance as told by Megilat Esther","3","Jewish Holidays"
"Purim","24/3/2016",,,,"true","Celebration of Jewish deliverance as told by Megilat Esther","3","Jewish Holidays"
"Erev Pesach","22/4/2016",,,,"true","Passover; the Feast of Unleavened Bread","3","Jewish Holidays"
"Pesach I","23/4/2016",,,,"true","Passover; the Feast of Unleavened Bread","4","Jewish Holidays"
"Pesach II (CH’’M)","24/4/2016",,,,"true","Passover; the Feast of Unleavened Bread","3","Jewish Holidays"
"Pesach III (CH’’M)","25/4/2016",,,,"true","Passover; the Feast of Unleavened Bread","3","Jewish Holidays"
"Pesach IV (CH’’M)","26/4/2016",,,,"true","Passover; the Feast of Unleavened Bread","3","Jewish Holidays"
"Pesach V (CH’’M)","27/4/2016",,,,"true","Passover; the Feast of Unleavened Bread","3","Jewish Holidays"
"Pesach VI (CH’’M)","28/4/2016",,,,"true","Passover; the Feast of Unleavened Bread","3","Jewish Holidays"
"Pesach VII","29/4/2016",,,,"true","Passover; the Feast of Unleavened Bread","4","Jewish Holidays"
"Erev Shavuot","11/6/2016",,,,"true","Festival of Weeks","3","Jewish Holidays"
"Shavuot","12/6/2016",,,,"true","Festival of Weeks","4","Jewish Holidays"
"Erev Tish’a B’Av","13/8/2016",,,,"true","The Ninth of Av","3","Jewish Holidays"
"Tish’a B’Av (observed)","14/8/2016",,,,"true","The Ninth of Av","3","Jewish Holidays"
"Erev Rosh Hashana","2/10/2016",,,,"true","The Jewish New Year","3","Jewish Holidays"
"Rosh Hashana 5777","3/10/2016",,,,"true","The Jewish New Year","4","Jewish Holidays"
"Rosh Hashana II","4/10/2016",,,,"true","The Jewish New Year","4","Jewish Holidays"
"Erev Yom Kippur","11/10/2016",,,,"true","Day of Atonement","3","Jewish Holidays"
"Yom Kippur","12/10/2016",,,,"true","Day of Atonement","4","Jewish Holidays"
"Erev Sukkot","16/10/2016",,,,"true","Feast of Booths","3","Jewish Holidays"
"Sukkot I","17/10/2016",,,,"true","Feast of Booths","4","Jewish Holidays"
"Sukkot II (CH’’M)","18/10/2016",,,,"true","Feast of Booths","3","Jewish Holidays"
"Sukkot III (CH’’M)","19/10/2016",,,,"true","Feast of Booths","3","Jewish Holidays"
"Sukkot IV (CH’’M)","20/10/2016",,,,"true","Feast of Booths","3","Jewish Holidays"
"Sukkot V (CH’’M)","21/10/2016",,,,"true","Feast of Booths","3","Jewish Holidays"
"Sukkot VI (CH’’M)","22/10/2016",,,,"true","Feast of Booths","3","Jewish Holidays"
"Sukkot VII (Hoshana Raba)","23/10/2016",,,,"true","Feast of Booths","3","Jewish Holidays"
"Shmini Atzeret","24/10/2016",,,,"true","Eighth Day of Assembly","4","Jewish Holidays"
"Chanukah: 1 Candle","24/12/2016",,,,"true","Hanukkah; the Jewish festival of rededication","3","Jewish Holidays"
"Chanukah: 2 Candles","25/12/2016",,,,"true","Hanukkah; the Jewish festival of rededication","3","Jewish Holidays"
"Chanukah: 3 Candles","26/12/2016",,,,"true","Hanukkah; the Jewish festival of rededication","3","Jewish Holidays"
"Chanukah: 4 Candles","27/12/2016",,,,"true","Hanukkah; the Jewish festival of rededication","3","Jewish Holidays"
"Chanukah: 5 Candles","28/12/2016",,,,"true","Hanukkah; the Jewish festival of rededication","3","Jewish Holidays"
"Chanukah: 6 Candles","29/12/2016",,,,"true","Hanukkah; the Jewish festival of rededication","3","Jewish Holidays"
"Chanukah: 7 Candles","30/12/2016",,,,"true","Hanukkah; the Jewish festival of rededication","3","Jewish Holidays"
"Chanukah: 8 Candles","31/12/2016",,,,"true","Hanukkah; the Jewish festival of rededication","3","Jewish Holidays"
