"","nearest_pow","dist_nearest_pow"
"1671",914,0.0025528999999942
"1672",1663,0.00501079999999376
"1673",695,0.0192142000000075
"1674",1650,0.0148427999999967
"1675",1571,0.00688920000000337
"1676",1663,0.00501079999999376
"1677",1571,0.00688920000000337
"1678",1680,0.00574600000000558
"1679",1663,0.00501079999999376
"1680",257,0.00375919999999397
"1681",1836,0.000530599999997605
"1682",1462,0.0475245000000015
"1683",1379,0.0129103000000015
"1684",1520,0.00809670000000295
"1685",1520,0.00809670000000295
"1686",914,0.0025528999999942
"1687",1182,0.004833799999993
"1688",874,0.00858080000000072
"1689",874,0.00858080000000072
"1690",1721,0.00197709999999773
"1691",1571,0.00688920000000337
"1692",874,0.00858080000000072
"1693",1680,0.00574600000000558
"1694",1139,0.00080239999999776
"1695",1868,0.0321485999999993
"1696",1680,0.00574600000000558
"1697",201,0.00242970000000042
"1698",1663,0.00501079999999376
"1699",874,0.00858080000000072
"1700",892,0.00146760000000512
"1701",1680,0.00574600000000558
"1702",914,0.0025528999999942
"1703",941,0.00791530000000407
"1704",941,0.00791530000000407
"1705",201,0.00242970000000042
"1706",1571,0.00688920000000337
"1707",1336,0.0253718999999961
"1708",1663,0.00501079999999376
"1709",1520,0.00817070000000086
"1710",1663,0.00501079999999376
"1711",1663,0.00501079999999376
"1712",1663,0.00501079999999376
"1713",1379,0.0129103000000015
"1714",930,0.0199340000000028
"1715",1663,0.00501079999999376
"1716",1663,0.00501079999999376
"1717",1379,0.0129103000000015
"1718",931,0.0385998000000001
"1719",931,0.0385998000000001
"1720",1571,0.00688920000000337
"1721",941,0.00791530000000407
"1722",1836,0.000530599999997605
"1723",1663,0.00501079999999376
"1724",1663,0.00501079999999376
"1725",1663,0.00501079999999376
"1726",931,0.0385998000000001
"1727",1663,0.00501079999999376
"1728",1663,0.00501079999999376
"1729",931,0.0385998000000001
"1730",1663,0.00501079999999376
"1731",931,0.0385998000000001
"1732",1666,0.0547800999999986
"1733",1680,0.00574600000000558
"1734",1680,0.00574600000000558
"1735",1663,0.00501079999999376
"1736",1663,0.00501079999999376
"1737",1182,0.004833799999993
"1738",931,0.0385998000000001
"1739",1663,0.00501079999999376
"1740",1663,0.00501079999999376
"1741",1379,0.0129103000000015
"1742",1571,0.00688920000000337
"1743",914,0.0025528999999942
"1744",949,0.0264750999999954
"1745",931,0.0385998000000001
"1746",1073,0.0137129000000051
"1747",1663,0.00501079999999376
"1748",1379,0.0129103000000015
"1749",1571,0.00688920000000337
"1750",1663,0.00501079999999376
"1751",1663,0.00501079999999376
"1752",1663,0.00501079999999376
"1753",1663,0.00501079999999376
"1754",1182,0.004833799999993
"1755",874,0.00858080000000072
"1756",1663,0.00501079999999376
"1757",1663,0.00501079999999376
"1758",914,0.0025528999999942
"1759",1379,0.0129103000000015
"1760",1663,0.00501079999999376
"1761",1836,0.000530599999997605
"1762",935,0.121890699999998
"1763",1663,0.00501079999999376
"1764",1663,0.00501079999999376
"1765",1379,0.0129103000000015
"1766",1571,0.00688920000000337
"1767",1663,0.00501079999999376
"1768",1836,0.000530599999997605
"1769",1836,0.000530599999997605
"1770",874,0.00858080000000072
